"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Cade Cunningham","DET",36,1150,76,4,28,6,0,0,11,0.050724637681159424,0.08722741433021806,0
"Jaylen Brown","BOS",33,1150,160,2,72,15,2,0,12,0.10709117221418235,0.16551724137931034,0.0078125
"Bobby Portis","MIL",40,1148,78,0,33,8,0,0,10,0.06420233463035019,0.0990990990990991,0
"Lauri Markkanen","CLE",38,1148,73,0,33,8,1,1,7,0.07456140350877193,0.14285714285714285,0.0044444444444444444
"Ja Morant","MEM",35,1142,219,3,90,21,1,0,24,0.12330623306233063,0.15437392795883362,0.0064516129032258064
"D'Angelo Russell","MIN",35,1138,118,6,33,5,3,1,22,0.06060606060606061,0.11379310344827587,0.009868421052631578
"Jusuf Nurkic","POR",42,1137,191,0,91,25,0,0,17,0.18533604887983707,0.203125,0
"Chris Duarte","IND",39,1135,73,1,29,3,5,2,3,0.06938775510204082,0.10069444444444445,0.024752475247524754
"Spencer Dinwiddie","WAS",37,1133,127,5,52,12,4,0,9,0.11991434689507495,0.19402985074626866,0.020100502512562814
"P.J. Tucker","MIA",40,1131,39,0,8,1,0,0,12,0.03162055335968379,0.05970149253731343,0
"Steven Adams","MEM",44,1130,122,0,50,11,0,0,15,0.19607843137254902,0.19607843137254902,0
"Norman Powell","POR",34,1120,167,3,75,13,2,2,13,0.14638783269961977,0.22189349112426035,0.010638297872340425
"Joel Embiid","PHI",34,1117,366,6,172,42,0,0,29,0.22811671087533156,0.26917057902973396,0
"Nickeil Alexander-Walker","NOP",42,1114,71,2,29,4,1,0,6,0.05319148936170213,0.09634551495016612,0.0038022813688212928
"Kevin Huerter","ATL",38,1107,30,0,11,2,2,1,3,0.03359173126614987,0.05612244897959184,0.010471204188481676
"Cody Martin","CHA",41,1106,70,0,27,8,2,0,9,0.10247349823321555,0.1443850267379679,0.020833333333333332
"Wendell Carter Jr.","ORL",38,1105,109,0,49,9,0,0,9,0.11583924349881797,0.175,0
"Al Horford","BOS",38,1102,65,0,28,7,0,0,8,0.07734806629834254,0.13725490196078433,0
"Pascal Siakam","TOR",30,1100,160,0,81,20,0,0,8,0.1426056338028169,0.17270788912579957,0
"Jakob Poeltl","SAS",38,1097,101,0,51,15,0,0,7,0.12814070351758794,0.12814070351758794,0
"Jae Crowder","PHX",39,1096,46,0,14,2,4,0,3,0.0529595015576324,0.12389380530973451,0.014423076923076924
"Cole Anthony","ORL",33,1096,133,6,43,11,6,0,17,0.08453237410071943,0.13694267515923567,0.01652892561983471
"Clint Capela","ATL",37,1094,97,0,50,11,0,0,4,0.13333333333333333,0.13368983957219252,0
"Luka Doncic","DAL",31,1088,196,4,93,22,0,0,14,0.12934631432545202,0.19703389830508475,0
"Jaden McDaniels","MIN",42,1083,37,0,22,11,0,0,2,0.06528189910979229,0.11398963730569948,0
"Malik Monk","LAL",41,1074,51,1,21,6,0,0,7,0.05289672544080604,0.11290322580645161,0
"Cameron Johnson","PHX",42,1066,63,1,27,6,4,2,3,0.07888040712468193,0.18,0.01646090534979424
"Anfernee Simons","POR",39,1063,67,6,22,6,3,0,7,0.0508130081300813,0.09523809523809523,0.011494252873563218
"Luke Kennard","LAC",37,1062,35,6,7,2,4,2,5,0.031073446327683617,0.058333333333333334,0.017094017094017096
"Robert Williams III","BOS",36,1060,61,0,28,7,0,0,5,0.1206896551724138,0.1206896551724138,0
"Darius Bazley","OKC",41,1060,83,0,46,11,0,0,0,0.12137203166226913,0.19491525423728814,0
"Ivica Zubac","LAC",43,1057,122,0,52,6,0,0,11,0.17993079584775087,0.17993079584775087,0
"Damian Lillard","POR",29,1056,181,16,46,6,7,2,31,0.08877721943048576,0.14935064935064934,0.02422145328719723
"Mitchell Robinson","NYK",42,1055,100,0,52,12,0,0,4,0.22707423580786026,0.22707423580786026,0
"Deni Avdija","WAS",46,1037,67,0,25,6,1,0,10,0.08754208754208755,0.1497005988023952,0.007692307692307693
"Jeff Green","DEN",41,1032,102,0,52,13,1,0,4,0.1497175141242938,0.2047244094488189,0.01
"Davion Mitchell","SAC",42,1031,37,0,14,3,0,0,5,0.034229828850855744,0.05533596837944664,0
"Joe Ingles","UTA",41,1029,18,0,4,1,1,0,4,0.018867924528301886,0.07017543859649122,0.004807692307692308
"Jarred Vanderbilt","MIN",40,1026,59,0,27,10,0,0,8,0.12558139534883722,0.13170731707317074,0
"OG Anunoby","TOR",28,1022,88,2,31,5,1,0,12,0.06708595387840671,0.11439114391143912,0.0048543689320388345
"Nassir Little","POR",40,1021,89,0,40,11,2,0,7,0.12962962962962962,0.22598870056497175,0.013605442176870748
"Draymond Green","GSW",34,1018,67,0,31,3,0,0,4,0.13537117903930132,0.1657754010695187,0
"George Hill","MIL",39,1006,48,5,9,1,0,0,13,0.03829787234042553,0.07377049180327869,0
"Terrence Ross","ORL",39,992,105,6,34,12,11,3,8,0.10869565217391304,0.14655172413793102,0.06043956043956044
"Mo Bamba","ORL",36,991,36,1,17,1,0,0,1,0.05,0.08542713567839195,0
"Caris LeVert","IND",32,980,110,1,52,12,1,0,7,0.0974264705882353,0.13577023498694518,0.006211180124223602
"Furkan Korkmaz","PHI",41,977,53,0,22,4,0,0,7,0.06111111111111111,0.13333333333333333,0
"Montrezl Harrell","WAS",39,976,179,0,89,25,0,0,13,0.22646310432569974,0.23482849604221637,0
"Jeremiah Robinson-Earl","OKC",42,970,41,0,20,1,0,0,0,0.06779661016949153,0.12987012987012986,0
"Ricky Rubio","CLE",34,970,103,13,29,5,1,0,18,0.06880733944954129,0.1111111111111111,0.005714285714285714
"Grant Williams","BOS",42,959,43,0,15,3,0,0,6,0.06787330316742081,0.19480519480519481,0
"Devin Vassell","SAS",38,956,41,0,18,5,2,0,2,0.05141388174807198,0.09045226130653267,0.010526315789473684
"Jalen Green","HOU",32,955,111,8,44,6,1,1,8,0.10112359550561797,0.17813765182186234,0.005050505050505051
"Anthony Davis","LAL",27,955,161,13,56,13,0,0,25,0.10666666666666667,0.11940298507462686,0
"Lonnie Walker IV","SAS",42,954,80,5,36,5,0,0,3,0.07610993657505286,0.13533834586466165,0
"Tyus Jones","MEM",45,950,38,6,13,4,0,0,5,0.04100946372239748,0.06403940886699508,0
"Kevon Looney","GSW",46,945,74,0,39,4,0,0,0,0.1566265060240964,0.15725806451612903,0
"CJ McCollum","POR",27,945,57,1,25,6,2,0,3,0.05152671755725191,0.08250825082508251,0.00904977375565611
"Georges Niang","PHI",41,945,41,3,17,4,0,0,4,0.05014749262536873,0.12878787878787878,0
"Immanuel Quickley","NYK",42,941,80,4,27,4,2,0,10,0.07323232323232323,0.15083798882681565,0.009216589861751152
"Facundo Campazzo","DEN",43,939,58,1,17,4,1,0,11,0.0703125,0.17,0.00641025641025641
"Kevin Porter Jr.","HOU",31,935,104,0,38,8,4,0,12,0.10421836228287841,0.17272727272727273,0.02185792349726776
"Malcolm Brogdon","IND",28,934,122,20,38,8,0,0,17,0.08616780045351474,0.13058419243986255,0
"Jimmy Butler","MIA",28,932,214,9,97,16,0,0,14,0.19517102615694165,0.21700223713646533,0
"Daniel Gafford","WAS",43,931,80,0,43,16,0,0,6,0.1575091575091575,0.1575091575091575,0
"Isaiah Stewart","DET",37,930,57,0,29,7,0,0,3,0.11196911196911197,0.12133891213389121,0
"Dwight Powell","DAL",46,927,97,0,47,17,0,0,10,0.20982142857142858,0.24102564102564103,0
"Paul George","LAC",26,924,119,7,48,10,4,1,8,0.08695652173913043,0.12698412698412698,0.01818181818181818
"Mason Plumlee","CHA",37,914,78,0,41,9,0,0,3,0.2019704433497537,0.20297029702970298,0
"Kristaps Porzingis","DAL",30,912,159,17,61,8,0,0,15,0.119140625,0.17086834733893558,0
"Isaac Okoro","CLE",32,904,76,0,40,10,0,0,2,0.1556420233463035,0.23809523809523808,0
"Avery Bradley","LAL",38,902,12,3,5,1,0,0,0,0.02127659574468085,0.04950495049504951,0
"Reggie Bullock","DAL",38,897,19,9,4,2,0,0,2,0.017699115044247787,0.07017543859649122,0
"Josh Richardson","BOS",35,888,60,2,20,2,2,0,7,0.07333333333333333,0.11363636363636363,0.016129032258064516
"De'Anthony Melton","MEM",39,885,65,2,22,1,2,1,8,0.06417112299465241,0.11764705882352941,0.0106951871657754
"Ayo Dosunmu","CHI",40,869,40,0,16,4,0,0,5,0.07111111111111111,0.10666666666666667,0
"Precious Achiuwa","TOR",34,861,54,0,28,6,0,0,2,0.09364548494983277,0.109375,0
"Hamidou Diallo","DET",38,859,83,0,48,17,0,0,2,0.13150684931506848,0.1568627450980392,0
"Larry Nance Jr.","POR",37,858,49,0,21,5,0,0,6,0.09813084112149532,0.13815789473684212,0
"Kyle Anderson","MEM",38,853,59,0,22,6,1,0,8,0.07692307692307693,0.09821428571428571,0.013333333333333334
"Chuma Okeke","ORL",36,847,33,0,17,3,0,0,1,0.05821917808219178,0.13076923076923078,0
"Killian Hayes","DET",33,842,33,0,14,1,0,0,3,0.0611353711790393,0.10144927536231885,0
"Kenyon Martin Jr.","HOU",44,840,70,0,38,10,0,0,2,0.12624584717607973,0.17194570135746606,0
"Otto Porter Jr.","GSW",39,837,28,0,10,1,1,1,4,0.040892193308550186,0.08403361344537816,0.006666666666666667
"Deandre Ayton","PHX",28,837,80,0,41,12,0,0,5,0.1168091168091168,0.119533527696793,0
"Patrick Beverley","MIN",32,834,61,0,22,5,0,0,9,0.08461538461538462,0.16296296296296298,0
"Max Strus","MIA",35,833,40,3,10,3,4,1,5,0.043478260869565216,0.10989010989010989,0.017316017316017316
"Caleb Martin","MIA",36,833,56,0,27,5,0,0,4,0.09608540925266904,0.14917127071823205,0
"Kevin Love","CLE",39,833,130,4,29,6,10,1,22,0.09375,0.1676300578034682,0.0411522633744856
"Garrett Temple","NOP",43,833,30,1,12,3,0,0,4,0.05194805194805195,0.13793103448275862,0
"Garrison Mathews","HOU",30,828,88,5,15,1,18,8,7,0.12260536398467432,0.2830188679245283,0.08173076923076923
"Gabe Vincent","MIA",37,826,34,0,11,2,2,0,4,0.045774647887323945,0.09482758620689655,0.011904761904761904
"Matisse Thybulle","PHI",32,825,13,0,4,1,0,0,0,0.025157232704402517,0.05063291139240506,0
"Landry Shamet","PHX",41,824,51,3,16,3,6,0,1,0.07692307692307693,0.16494845360824742,0.031746031746031744
"R.J. Hampton","ORL",42,815,79,2,35,5,0,0,6,0.11290322580645161,0.1724137931034483,0
"Cameron Payne","PHX",40,815,66,1,28,8,1,0,7,0.0703883495145631,0.10108303249097472,0.007407407407407408
"Chris Boucher","TOR",41,814,100,0,47,13,1,0,8,0.14285714285714285,0.21962616822429906,0.00819672131147541
"Trey Lyles","DET",42,812,133,0,67,22,1,0,9,0.19263456090651557,0.2925764192139738,0.008064516129032258
"Talen Horton-Tucker","LAL",30,812,63,0,29,6,0,0,5,0.0914826498422713,0.1318181818181818,0
"Danilo Gallinari","ATL",35,809,82,8,30,3,1,0,7,0.10231023102310231,0.189873417721519,0.006896551724137931
"Bogdan Bogdanovic","ATL",28,803,35,3,8,2,2,0,6,0.02922077922077922,0.06060606060606061,0.005681818181818182
"Jerami Grant","DET",24,797,146,10,62,10,0,0,11,0.14285714285714285,0.20195439739413681,0
"Cam Reddish","ATL",34,797,80,0,37,7,1,0,5,0.10160427807486631,0.16818181818181818,0.006493506493506494
"Cory Joseph","DET",34,793,72,9,24,9,0,0,12,0.11009174311926606,0.17142857142857143,0
"Cedi Osman","CLE",35,791,63,0,26,6,1,0,7,0.08256880733944955,0.1984732824427481,0.00510204081632653
"Raul Neto","WAS",39,784,58,0,24,9,1,0,8,0.09025270758122744,0.11428571428571428,0.014925373134328358
"Kenrich Williams","OKC",38,783,41,0,19,1,0,0,2,0.076,0.1144578313253012,0
"Bruce Brown","BKN",36,778,31,0,19,7,0,0,0,0.0867579908675799,0.10160427807486631,0
"Alex Caruso","CHI",28,775,59,0,23,7,0,0,9,0.11557788944723618,0.2072072072072072,0
"Richaun Holmes","SAC",30,773,67,0,34,14,0,0,6,0.13877551020408163,0.14107883817427386,0
"Maxi Kleber","DAL",31,767,28,0,9,2,0,0,6,0.046153846153846156,0.16981132075471697,0
"Marcus Morris Sr.","LAC",25,765,73,2,23,5,4,2,11,0.07627118644067797,0.10648148148148148,0.028985507246376812
"Torrey Craig","IND",42,764,29,0,13,3,0,0,3,0.06046511627906977,0.1111111111111111,0
"Doug McDermott","SAS",31,761,27,2,7,1,4,1,1,0.03666666666666667,0.051470588235294115,0.024390243902439025
"DeAndre' Bembry","BKN",39,753,27,0,13,3,0,0,2,0.07514450867052024,0.08904109589041095,0
"Jordan Nwora","MIL",37,751,19,1,7,0,0,0,2,0.022950819672131147,0.0457516339869281,0
"Frank Jackson","DET",33,749,53,1,18,3,7,2,1,0.07692307692307693,0.13432835820895522,0.03664921465968586
"Andre Drummond","PHI",40,742,77,0,31,9,0,0,12,0.1409090909090909,0.1415525114155251,0
"LaMarcus Aldridge","BKN",32,740,58,0,32,12,0,0,3,0.09090909090909091,0.10126582278481013,0
"Corey Kispert","WAS",41,737,38,0,18,3,1,0,1,0.08755760368663594,0.17647058823529413,0.008695652173913044
"Gary Payton II","GSW",43,720,42,0,21,6,0,0,3,0.09012875536480687,0.1320754716981132,0
"Jalen Suggs","ORL",26,719,97,0,39,8,3,1,7,0.12034383954154727,0.16883116883116883,0.025423728813559324
"John Konchar","MEM",40,717,27,0,10,0,1,0,2,0.07142857142857142,0.11494252873563218,0.014925373134328358
"Delon Wright","ATL",40,713,34,0,14,2,0,0,4,0.0945945945945946,0.14893617021276595,0
"Damion Lee","GSW",35,711,43,0,11,2,0,0,12,0.046413502109704644,0.08527131782945736,0
"Chimezie Metu","SAC",32,710,43,0,21,3,0,0,2,0.075,0.12883435582822086,0
"Kemba Walker","NYK",26,705,59,2,19,2,5,1,4,0.07692307692307693,0.12418300653594772,0.031446540880503145
"P.J. Washington","CHA",29,705,45,0,23,3,0,0,1,0.09274193548387097,0.19827586206896552,0
"Nicolas Batum","LAC",27,704,22,0,8,3,3,0,0,0.05789473684210526,0.14814814814814814,0.022058823529411766
"Alperen Sengun","HOU",39,703,127,0,53,16,1,0,16,0.19217081850533807,0.225531914893617,0.021739130434782608
"Nemanja Bjelica","GSW",46,701,54,0,25,6,0,0,5,0.09578544061302682,0.17123287671232876,0
"Coby White","CHI",26,695,44,1,19,5,2,0,2,0.075,0.13768115942028986,0.014084507042253521
"Bryn Forbes","DEN",41,695,49,4,10,0,9,3,2,0.05572755417956656,0.06097560975609756,0.050314465408805034
"Amir Coffey","LAC",34,693,50,0,23,2,2,1,1,0.12953367875647667,0.27380952380952384,0.01834862385321101
"Naz Reid","MIN",42,692,91,0,45,9,0,0,4,0.13719512195121952,0.2,0
"Juan Toscano-Anderson","GSW",44,690,49,0,16,3,0,0,9,0.0898876404494382,0.13675213675213677,0
"Bam Adebayo","MIA",21,690,133,0,68,17,0,0,6,0.2054380664652568,0.20606060606060606,0
"Danny Green","PHI",29,688,10,0,0,0,0,0,5,0,0,0
"Jalen McDaniels","CHA",39,685,46,0,21,6,1,0,4,0.10328638497652583,0.16666666666666666,0.011494252873563218
"Oshae Brissett","IND",36,668,43,0,21,6,1,0,2,0.10091743119266056,0.16666666666666666,0.010869565217391304
"Shake Milton","PHI",27,668,48,0,27,12,0,0,3,0.10037174721189591,0.14210526315789473,0
"Josh Jackson","DET",36,668,49,2,24,6,1,1,2,0.0946969696969697,0.1568627450980392,0.009009009009009009
"JaVale McGee","PHX",41,666,92,0,42,15,0,0,12,0.14189189189189189,0.14383561643835616,0
"Dewayne Dedmon","MIA",39,664,55,0,22,3,0,0,7,0.11458333333333333,0.1286549707602339,0
"Keita Bates-Diop","SAS",38,659,42,0,21,6,0,0,3,0.1099476439790576,0.1390728476821192,0
"Obi Toppin","NYK",41,651,74,0,35,6,0,0,5,0.1377952755905512,0.18518518518518517,0
"Romeo Langford","BOS",36,651,28,0,15,6,0,0,2,0.08771929824561403,0.15151515151515152,0
"Blake Griffin","BKN",35,650,55,0,25,9,0,0,8,0.11467889908256881,0.20161290322580644,0
"Javonte Green","CHI",29,644,40,0,19,0,0,0,1,0.13194444444444445,0.17117117117117117,0
