"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Fred VanVleet","TOR",37,1404,2793,811,136,294,0.46258503401360546,143,350,0.4085714285714286,0.4109195402298851,110,60,212,267,162,0.22058823529411764,0.2222222222222222,0.6223776223776224,0.5434782608695652,0.49196674491392806,0.5442546583850931,0.5764790764790765,2,26,0.08843537414965986,4,0.011428571428571429,24.15592387968079
"Gordon Hayward","CHA",42,1403,2950,726,187,363,0.5151515151515151,76,194,0.3917525773195876,0.3917525773195876,124,210,164,198,30,0.5614973262032086,0.5769230769230769,0.868421052631579,0.348294434470377,0.5187067324955117,0.5403949730700179,0.5829307568438004,10,23,0.06336088154269973,1,0.005154639175257732,20.935143288084465
"Harrison Barnes","SAC",41,1371,2844,663,120,250,0.48,85,203,0.4187192118226601,0.4187192118226601,168,128,112,240,15,0.5333333333333333,0.5663716814159292,0.9411764705882353,0.4481236203090508,0.5281601545253863,0.5463576158940397,0.6129629629629629,14,29,0.116,1,0.0049261083743842365,19.001560062402497
"Kyle Kuzma","WAS",41,1370,2759,644,170,308,0.551948051948052,74,230,0.3217391304347826,0.3217391304347826,82,176,164,210,12,0.5176470588235295,0.5569620253164557,0.9459459459459459,0.4275092936802974,0.5012192379182157,0.5223048327137546,0.5457627118644067,24,23,0.07467532467532467,1,0.004347826086956522,22.23313686967911
"James Harden","BKN",37,1363,2790,841,154,316,0.4873417721518987,90,266,0.3383458646616541,0.3383458646616541,263,52,256,66,204,0.16883116883116883,0.18309859154929578,0.24444444444444444,0.4570446735395189,0.5301097079037801,0.4965635738831615,0.5933048433048433,24,46,0.14556962025316456,3,0.011278195488721804,28.103946102021172
"Chris Paul","PHX",42,1350,2764,582,180,342,0.5263157894736842,39,121,0.32231404958677684,0.325,105,36,324,42,75,0.1,0.10112359550561797,0.358974358974359,0.2613390928725702,0.4571427331887202,0.5151187904967602,0.5570599613152805,4,9,0.02631578947368421,1,0.008264462809917356,20.15732546705998
"Stephen Curry","GSW",39,1347,2805,1024,139,288,0.4826388888888889,192,498,0.3855421686746988,0.3878787878787879,170,110,168,348,228,0.39568345323741005,0.40145985401459855,0.6041666666666666,0.6335877862595419,0.5190380308880309,0.5432569974554707,0.5885111371629543,4,21,0.07291666666666667,5,0.010040160642570281,31.222292590246994
"Buddy Hield","SAC",46,1347,2774,719,74,173,0.4277456647398844,165,429,0.38461538461538464,0.3840749414519906,76,70,78,417,78,0.47297297297297297,0.5223880597014925,0.8424242424242424,0.7126245847176079,0.5264486644407346,0.5340531561461794,0.557753164556962,14,16,0.09248554913294797,9,0.02097902097902098,22.317460317460316
"Dorian Finney-Smith","DAL",42,1342,2616,433,81,145,0.5586206896551724,79,213,0.37089201877934275,0.37264150943396224,34,126,36,234,3,0.7777777777777778,0.84,0.9873417721518988,0.5949720670391061,0.5782236694677871,0.5572625698324022,0.5652741514360313,12,14,0.09655172413793103,3,0.014084507042253521,14.411964649898028
"Kyle Lowry","MIA",39,1333,2678,523,93,174,0.5344827586206896,81,248,0.32661290322580644,0.32926829268292684,94,56,130,162,81,0.3010752688172043,0.3146067415730337,0.6666666666666666,0.5876777251184834,0.5112211904761904,0.5082938388625592,0.554140127388535,8,11,0.06321839080459771,2,0.008064516129032258,19.49124545754873
"Seth Curry","PHI",38,1328,2622,620,143,242,0.5909090909090909,90,212,0.42452830188679247,0.42452830188679247,64,140,146,213,57,0.48951048951048953,0.49295774647887325,0.7888888888888889,0.4669603524229075,0.4886353524229075,0.6123348017621145,0.6378947368421053,2,7,0.028925619834710745,2,0.009433962264150943,19.095652173913045
"DeMar DeRozan","CHI",38,1318,2720,975,325,646,0.5030959752321982,25,71,0.352112676056338,0.35714285714285715,250,146,504,69,6,0.2246153846153846,0.2267080745341615,0.92,0.09902370990237098,0.4675305865921787,0.5055788005578801,0.5752688172043011,6,44,0.06811145510835913,1,0.014084507042253521,30.41168658698539
"Desmond Bane","MEM",44,1317,2699,772,164,321,0.5109034267912772,128,305,0.419672131147541,0.419672131147541,60,198,130,324,60,0.6036585365853658,0.61875,0.84375,0.48722044728434505,0.5224409744408945,0.5686900958466453,0.5879629629629629,8,28,0.08722741433021806,6,0.019672131147540985,22.802547770700638
"Trae Young","ATL",38,1314,2699,1049,256,509,0.5029469548133595,103,282,0.36524822695035464,0.3665480427046263,228,66,446,75,234,0.12890625,0.13095238095238096,0.24271844660194175,0.35651074589127685,0.503603470437018,0.5189633375474083,0.5779510022271714,8,49,0.0962671905697446,4,0.014184397163120567,34.63687150837989
"Kevin Durant","BKN",36,1313,2728,1053,312,548,0.5693430656934306,67,180,0.37222222222222223,0.37222222222222223,228,328,296,123,78,0.5256410256410257,0.5359477124183006,0.6119402985074627,0.24725274725274726,0.4831707015130674,0.5666208791208791,0.6229116945107399,12,23,0.041970802919708027,2,0.011111111111111112,31.468531468531467
"Darius Garland","CLE",38,1310,2640,748,182,335,0.5432835820895522,98,265,0.36981132075471695,0.3702290076335878,90,110,254,150,144,0.3021978021978022,0.3089887640449438,0.5102040816326531,0.44166666666666665,0.5039926644182126,0.5483333333333333,0.5757097791798107,8,22,0.06567164179104477,1,0.0037735849056603774,25.79231287929872
"Dejounte Murray","SAS",38,1308,2705,725,251,517,0.48549323017408125,53,161,0.32919254658385094,0.32919254658385094,64,104,398,114,45,0.20717131474103587,0.21487603305785125,0.7169811320754716,0.2374631268436578,0.4995090707964602,0.48746312684365783,0.506993006993007,18,32,0.061895551257253385,1,0.006211180124223602,26.182760855476346
"Anthony Edwards","MIN",37,1307,2691,823,179,357,0.5014005602240896,121,322,0.37577639751552794,0.37694704049844235,102,130,228,225,138,0.36312849162011174,0.3735632183908046,0.6198347107438017,0.4742268041237113,0.5513592182890855,0.5309278350515464,0.5578231292517006,10,25,0.0700280112044818,0,0,27.310654685494224
"Donovan Mitchell","UTA",39,1303,2680,1007,238,438,0.54337899543379,128,370,0.34594594594594597,0.34782608695652173,147,86,390,183,201,0.18067226890756302,0.18777292576419213,0.4765625,0.45792079207920794,0.4937462732919255,0.5321782178217822,0.5742857142857143,18,29,0.06621004566210045,0,0,32.87853577371048
"Jalen Brunson","DAL",42,1296,2546,673,228,411,0.5547445255474452,43,126,0.3412698412698413,0.3412698412698413,88,100,356,93,36,0.21929824561403508,0.22123893805309736,0.7209302325581395,0.2346368715083799,0.4704766294227188,0.5446927374301676,0.5720411663807891,4,25,0.06082725060827251,0,0,22.744822744822745
"Marcus Smart","BOS",38,1294,2621,440,98,208,0.47115384615384615,55,181,0.30386740331491713,0.30726256983240224,79,74,122,156,9,0.37755102040816324,0.3894736842105263,0.9454545454545454,0.4652956298200514,0.5036697674418604,0.4640102827763496,0.5116279069767442,6,16,0.07692307692307693,0,0,17.192268565615464
"Shai Gilgeous-Alexander","OKC",37,1292,2660,830,223,460,0.48478260869565215,60,215,0.27906976744186046,0.27906976744186046,204,46,400,48,132,0.1031390134529148,0.1050228310502283,0.26666666666666666,0.31851851851851853,0.4930238130563798,0.46370370370370373,0.5217669654289373,8,35,0.07608695652173914,4,0.018604651162790697,29.11096256684492
"Zach LaVine","CHI",38,1292,2645,948,231,425,0.5435294117647059,112,272,0.4117647058823529,0.4117647058823529,150,170,292,189,147,0.36796536796536794,0.37280701754385964,0.5625,0.3902439024390244,0.5387532327586206,0.5724533715925395,0.6159895150720839,6,34,0.08,0,0,29.828767123287673
"Christian Wood","HOU",42,1292,2719,738,200,364,0.5494505494505495,71,200,0.355,0.35678391959798994,125,242,158,177,36,0.605,0.6954022988505747,0.8309859154929577,0.3546099290780142,0.5362611012433393,0.5434397163120568,0.5650842266462481,52,34,0.09340659340659341,0,0,23.98548333883207
"Bojan Bogdanovic","UTA",42,1284,2631,756,150,273,0.5494505494505495,108,267,0.4044943820224719,0.4044943820224719,132,156,144,297,27,0.52,0.5531914893617021,0.9166666666666666,0.49444444444444446,0.5234787037037036,0.5777777777777777,0.6177924217462932,18,35,0.1282051282051282,1,0.003745318352059925,22.866779089376056
"Terance Mann","LAC",43,1273,2571,454,129,239,0.5397489539748954,45,121,0.371900826446281,0.37815126050420167,61,144,114,114,21,0.5581395348837209,0.6153846153846154,0.8444444444444444,0.33611111111111114,0.5352589635854341,0.5458333333333333,0.5717884130982368,24,27,0.11297071129707113,0,0,15.405968077723802
"Jonas Valanciunas","NOP",40,1262,2521,733,240,443,0.5417607223476298,40,93,0.43010752688172044,0.43010752688172044,133,294,186,117,3,0.6125,0.7777777777777778,0.975,0.17350746268656717,0.5109195895522388,0.5597014925373134,0.599836333878887,102,27,0.060948081264108354,0,0,24.421416234887737
"Patty Mills","BKN",41,1261,2613,550,63,133,0.47368421052631576,131,311,0.4212218649517685,0.42258064516129035,31,78,48,360,33,0.6190476190476191,0.639344262295082,0.916030534351145,0.7004504504504504,0.5334205417607223,0.5844594594594594,0.5995623632385121,4,8,0.06015037593984962,5,0.01607717041800643,17.17032967032967
"Royce O'Neale","UTA",40,1258,2574,297,50,76,0.6578947368421053,58,143,0.40559440559440557,0.40559440559440557,23,64,36,174,0,0.64,0.6956521739130435,1,0.6529680365296804,0.5570367579908676,0.6255707762557078,0.6373390557939914,8,8,0.10526315789473684,1,0.006993006993006993,9.307135470527404
"Reggie Jackson","LAC",40,1258,2563,645,144,338,0.4260355029585799,99,304,0.3256578947368421,0.3256578947368421,60,64,224,192,105,0.2222222222222222,0.22377622377622378,0.6464646464646465,0.4735202492211838,0.49784203125,0.45560747663551404,0.4762611275964392,2,15,0.04437869822485207,1,0.003289473684210526,26.746647847565278
"Devonte' Graham","NOP",40,1252,2532,553,63,157,0.4012738853503185,120,338,0.35502958579881655,0.3541666666666667,67,36,90,270,90,0.2857142857142857,0.2903225806451613,0.75,0.6828282828282828,0.5132468559837728,0.4909090909090909,0.5171428571428571,2,12,0.07643312101910828,3,0.008875739644970414,20.338983050847457
"Karl-Anthony Towns","MIN",36,1243,2557,887,237,414,0.572463768115942,81,197,0.41116751269035534,0.41116751269035534,170,242,232,213,30,0.510548523206751,0.599009900990099,0.8765432098765432,0.32242225859247137,0.5335104918032787,0.5867430441898527,0.6363636363636364,70,46,0.1111111111111111,1,0.005076142131979695,27.73821634452357
"Myles Turner","IND",42,1235,2461,540,139,210,0.6619047619047619,61,184,0.33152173913043476,0.33152173913043476,79,190,88,183,0,0.6834532374100719,0.8050847457627118,1,0.467005076142132,0.5298657360406092,0.5850253807106599,0.6150341685649203,42,15,0.07142857142857142,0,0,17.79783393501805
"Aaron Gordon","DEN",39,1232,2459,549,174,285,0.6105263157894737,39,121,0.32231404958677684,0.325,84,206,142,96,21,0.5919540229885057,0.673202614379085,0.8205128205128205,0.29802955665024633,0.5426482716049382,0.5726600985221675,0.6032967032967033,42,27,0.09473684210526316,0,0,19.024926686217007
"Evan Mobley","CLE",36,1231,2455,540,207,386,0.5362694300518135,15,52,0.28846153846153844,0.29411764705882354,81,268,146,45,0,0.6473429951690821,0.7052631578947368,1,0.1187214611872146,0.5111020594965675,0.523972602739726,0.5544147843942505,34,28,0.07253886010362694,0,0,20.065193770373053
"Luguentz Dort","OKC",38,1229,2542,630,121,243,0.49794238683127573,93,291,0.31958762886597936,0.31958762886597936,109,122,120,249,30,0.5041322314049587,0.5304347826086957,0.8924731182795699,0.5449438202247191,0.5406649812734082,0.48782771535580527,0.5322033898305085,12,31,0.12757201646090535,1,0.003436426116838488,22.674622674622675
"Bradley Beal","WAS",34,1224,2494,814,253,491,0.515274949083503,56,188,0.2978723404255319,0.2978723404255319,140,180,326,108,60,0.3557312252964427,0.36585365853658536,0.6428571428571429,0.2768777614138439,0.4892272861356932,0.4963181148748159,0.5387700534759359,14,22,0.04480651731160896,0,0,31.03821196827686
"Rudy Gobert","UTA",38,1222,2483,592,209,292,0.7157534246575342,0,1,0,0,174,306,112,0,0,0.7320574162679426,0.9386503067484663,0,0.0034129692832764505,0.5635030821917808,0.7133105802047781,0.7201946472019465,92,26,0.08904109589041095,0,0,17.094017094017094
"Andrew Wiggins","GSW",39,1222,2499,720,180,341,0.5278592375366569,87,206,0.4223300970873786,0.4223300970873786,99,208,152,234,27,0.5777777777777777,0.6153846153846154,0.896551724137931,0.376599634369287,0.515348537477148,0.5676416819012797,0.5921052631578947,22,25,0.07331378299120235,1,0.0048543689320388345,23.75221238938053
"Tyrese Maxey","PHI",35,1222,2400,583,171,348,0.49137931034482757,49,123,0.3983739837398374,0.4049586776859504,94,132,210,90,57,0.38596491228070173,0.3905325443786982,0.6122448979591837,0.2611464968152866,0.49936047008547013,0.5191082802547771,0.5650485436893203,4,27,0.07758620689655173,1,0.008130081300813009,21.03474320241692
"Tyler Herro","MIA",37,1216,2414,763,183,404,0.452970297029703,99,255,0.38823529411764707,0.39285714285714285,100,120,246,204,93,0.32786885245901637,0.33707865168539325,0.6868686868686869,0.38694992412746587,0.48603882082695254,0.5030349013657056,0.5345070422535211,10,38,0.09405940594059406,9,0.03529411764705882,29.282365668950593
"Lonzo Ball","CHI",35,1212,2484,455,52,123,0.42276422764227645,110,260,0.4230769230769231,0.4263565891472868,21,42,62,279,51,0.40384615384615385,0.45652173913043476,0.8454545454545455,0.6788511749347258,0.5509364829396326,0.566579634464752,0.5774111675126904,12,13,0.10569105691056911,5,0.019230769230769232,17.327994175464145
"Jaren Jackson Jr.","MEM",44,1210,2489,712,164,340,0.4823529411764706,77,249,0.3092369477911647,0.31048387096774194,153,200,128,228,3,0.6097560975609756,0.6666666666666666,0.987012987012987,0.4227504244482173,0.5176792163543441,0.47453310696095075,0.5313432835820896,28,45,0.1323529411764706,7,0.028112449799196786,25.787469712703356
"Nikola Jokic","DEN",37,1209,2442,936,312,495,0.6303030303030303,55,153,0.35947712418300654,0.36423841059602646,147,356,268,156,9,0.5705128205128205,0.644927536231884,0.9454545454545454,0.2361111111111111,0.49027097523219815,0.6087962962962963,0.6481223922114048,72,32,0.06464646464646465,0,0,31.2752664461595
"Jarrett Allen","CLE",37,1205,2415,616,251,355,0.7070422535211267,1,8,0.125,0.125,111,360,142,0,3,0.7171314741035857,0.8450704225352113,0,0.02203856749311295,0.5914363636363636,0.6955922865013774,0.7146171693735499,76,23,0.0647887323943662,0,0,18.371837183718373
"John Collins","ATL",37,1200,2427,639,189,326,0.5797546012269938,51,115,0.4434782608695652,0.4434782608695652,108,288,90,150,3,0.7619047619047619,0.8674698795180723,0.9803921568627451,0.26077097505668934,0.5458674603174604,0.6020408163265306,0.6364541832669323,46,29,0.08895705521472393,1,0.008695652173913044,19.94156318480643
"Will Barton","DEN",37,1200,2419,562,126,263,0.4790874524714829,87,235,0.3702127659574468,0.3717948717948718,49,118,134,183,78,0.46825396825396826,0.49166666666666664,0.7011494252873564,0.4718875502008032,0.5090047283702213,0.5150602409638554,0.5333333333333333,12,25,0.09505703422053231,4,0.01702127659574468,21.868050407709415
"Keldon Johnson","SAS",39,1199,2486,581,153,331,0.4622356495468278,65,146,0.4452054794520548,0.4452054794520548,80,190,116,189,6,0.6209150326797386,0.6643356643356644,0.9692307692307692,0.3060796645702306,0.5002943396226415,0.5251572327044025,0.5491493383742911,20,41,0.12386706948640483,1,0.00684931506849315,20.56437389770723
"Kentavious Caldwell-Pope","WAS",40,1190,2421,462,81,179,0.45251396648044695,84,219,0.3835616438356164,0.3853211009174312,48,106,56,234,18,0.654320987654321,0.6794871794871795,0.9285714285714286,0.550251256281407,0.5158342569269522,0.5201005025125628,0.545346062052506,6,14,0.0782122905027933,2,0.0091324200913242,17.66903249906612
"Evan Fournier","NYK",41,1189,2369,563,93,202,0.4603960396039604,111,284,0.3908450704225352,0.39501779359430605,44,94,92,297,36,0.5053763440860215,0.5164835164835165,0.8918918918918919,0.5843621399176955,0.522500414078675,0.5339506172839507,0.5511811023622047,4,14,0.06930693069306931,1,0.0035211267605633804,20.99179716629381
"LaMelo Ball","CHA",37,1180,2518,716,160,346,0.4624277456647399,100,271,0.36900369003690037,0.36900369003690037,96,62,258,213,87,0.19375,0.2012987012987013,0.71,0.4392220421393841,0.5201147634584014,0.5024311183144247,0.5386363636363637,12,27,0.07803468208092486,0,0,27.208480565371023
"Jae'Sean Tate","HOU",43,1177,2440,536,179,308,0.5811688311688312,33,112,0.29464285714285715,0.29464285714285715,79,142,216,96,3,0.39664804469273746,0.46710526315789475,0.9696969696969697,0.26666666666666666,0.542844880952381,0.544047619047619,0.5714285714285714,54,34,0.11038961038961038,0,0,20.11747430249633
"Brandon Ingram","NOP",34,1176,2361,778,227,471,0.4819532908704883,57,163,0.3496932515337423,0.3496932515337423,153,194,260,153,18,0.42731277533039647,0.4369369369369369,0.8947368421052632,0.25709779179810727,0.48213738170347004,0.49290220820189273,0.5423131170662906,10,30,0.06369426751592357,0,0,29.673590504451038
"Alec Burks","NYK",42,1172,2289,499,71,191,0.3717277486910995,81,198,0.4090909090909091,0.4090909090909091,114,52,90,183,60,0.36619718309859156,0.38235294117647056,0.7530864197530864,0.5089974293059126,0.5000017994858612,0.4948586118251928,0.5595505617977528,6,18,0.09424083769633508,1,0.005050505050505051,18.400918133129302
"Giannis Antetokounmpo","MIL",36,1171,2443,1026,317,521,0.6084452975047985,39,139,0.2805755395683453,0.2826086956521739,275,250,384,36,81,0.3943217665615142,0.43252595155709345,0.3076923076923077,0.2106060606060606,0.5335556990881459,0.568939393939394,0.6188178528347407,56,35,0.0671785028790787,0,0,35.02575423105225
"Scottie Barnes","TOR",33,1170,2306,478,168,325,0.5169230769230769,24,78,0.3076923076923077,0.2987012987012987,70,130,206,57,15,0.3869047619047619,0.45454545454545453,0.7916666666666666,0.1935483870967742,0.49947860696517415,0.5062034739454094,0.5346756152125279,50,19,0.05846153846153846,0,0,18.890942698706098
"Dennis Schroder","BOS",37,1169,2324,580,157,327,0.4801223241590214,52,152,0.34210526315789475,0.3443708609271523,110,78,236,111,45,0.2484076433121019,0.25161290322580643,0.7115384615384616,0.3173277661795407,0.48477144351464435,0.4906054279749478,0.5400372439478585,4,36,0.11009174311926606,0,0,23.829623944742902
"Malik Beasley","MIN",43,1163,2424,531,60,136,0.4411764705882353,130,374,0.34759358288770054,0.34946236559139787,21,74,46,357,33,0.6166666666666667,0.6607142857142857,0.9153846153846154,0.7333333333333333,0.5389209645669291,0.5,0.5038535645472062,8,20,0.14705882352941177,4,0.0106951871657754,19.86326016552717
"Pat Connaughton","MIL",42,1161,2392,440,62,93,0.6666666666666666,96,243,0.3950617283950617,0.39669421487603307,28,96,28,273,15,0.7741935483870968,0.8275862068965517,0.9479166666666666,0.7232142857142857,0.545008208955224,0.6130952380952381,0.6275071633237822,8,5,0.053763440860215055,2,0.00823045267489712,13.926856298485408
"Tobias Harris","PHI",33,1158,2277,608,192,375,0.512,39,126,0.30952380952380953,0.30952380952380953,107,168,216,99,18,0.4375,0.46408839779005523,0.8461538461538461,0.25149700598802394,0.5004000998003992,0.5,0.545045045045045,22,42,0.112,1,0.007936507936507936,24.33399602385686
"RJ Barrett","NYK",36,1155,2291,608,148,326,0.4539877300613497,70,196,0.35714285714285715,0.35714285714285715,102,114,182,198,12,0.38513513513513514,0.3958333333333333,0.9428571428571428,0.37547892720306514,0.5371051823416506,0.4846743295019157,0.5205479452054794,8,46,0.1411042944785276,1,0.00510204081632653,24.695121951219512
"Derrick White","SAS",38,1155,2392,554,133,252,0.5277777777777778,60,199,0.3015075376884422,0.3015075376884422,108,94,172,144,36,0.3533834586466165,0.35877862595419846,0.8,0.44124168514412415,0.5062167405764967,0.49445676274944567,0.5459081836327345,4,14,0.05555555555555555,1,0.005025125628140704,20.772058823529413
"Eric Bledsoe","LAC",44,1155,2333,438,123,255,0.4823529411764706,41,133,0.3082706766917293,0.3106060606060606,69,82,164,114,9,0.3333333333333333,0.33884297520661155,0.926829268292683,0.3427835051546392,0.5116138242894057,0.47551546391752575,0.5177304964539007,4,14,0.054901960784313725,1,0.007518796992481203,20.06125574272588
"Herbert Jones","NOP",40,1153,2342,357,113,217,0.5207373271889401,25,63,0.3968253968253968,0.4032258064516129,56,160,66,75,0,0.7079646017699115,0.7476635514018691,1,0.225,0.5425668458781362,0.5375,0.5758064516129032,12,25,0.1152073732718894,0,0,13.208255159474673
"Monte Morris","DEN",39,1153,2297,488,132,241,0.5477178423236515,66,174,0.3793103448275862,0.3793103448275862,26,112,152,180,18,0.42424242424242425,0.42748091603053434,0.9090909090909091,0.41927710843373495,0.4968657831325301,0.5566265060240964,0.5689252336448598,2,16,0.06639004149377593,1,0.005747126436781609,18.53734845522096
"Devin Booker","PHX",35,1149,2387,836,204,442,0.46153846153846156,93,230,0.4043478260869565,0.40611353711790393,149,148,260,189,90,0.3627450980392157,0.37755102040816324,0.6774193548387096,0.34226190476190477,0.48681050670640835,0.5111607142857143,0.5564516129032258,16,29,0.06561085972850679,2,0.008695652173913044,31.3651748777736
"LeBron James","LAL",31,1137,2344,897,246,399,0.6165413533834586,89,246,0.3617886178861789,0.3617886178861789,138,192,300,159,108,0.3902439024390244,0.4067796610169492,0.5955056179775281,0.3813953488372093,0.5281956521739131,0.5883720930232558,0.6237762237762238,20,21,0.05263157894736842,1,0.0040650406504065045,31.23076923076923
"Josh Giddey","OKC",37,1131,2286,425,135,286,0.47202797202797203,41,145,0.2827586206896552,0.2827586206896552,32,80,190,99,24,0.2962962962962963,0.31746031746031744,0.8048780487804879,0.33642691415313225,0.5000344547563805,0.45591647331786544,0.47013274336283184,18,29,0.10139860139860139,3,0.020689655172413793,21.777950310559007
"Kelly Oubre Jr.","CHA",40,1128,2336,664,127,219,0.5799086757990868,116,311,0.3729903536977492,0.37540453074433655,62,150,104,321,27,0.5905511811023622,0.6521739130434783,0.9224137931034483,0.5867924528301887,0.5453298295454545,0.5679245283018868,0.5845070422535211,24,26,0.1187214611872146,1,0.003215434083601286,23.088569265707797
"Nikola Vucevic","CHI",34,1124,2297,556,179,363,0.4931129476584022,55,166,0.3313253012048193,0.3313253012048193,33,250,108,165,0,0.6983240223463687,0.8064516129032258,1,0.31379962192816635,0.5009572778827978,0.4943289224952741,0.5045454545454545,48,20,0.05509641873278237,0,0,23.64066193853428
"Gary Trent Jr.","TOR",33,1122,2240,540,112,235,0.4765957446808511,89,242,0.3677685950413223,0.3677685950413223,49,84,140,207,60,0.375,0.375,0.7752808988764045,0.5073375262054507,0.4956207368421053,0.5146750524109015,0.5348605577689243,0,13,0.05531914893617021,2,0.008264462809917356,20.39877300613497
"Josh Hart","NOP",34,1120,2251,447,127,213,0.596244131455399,35,103,0.33980582524271846,0.33980582524271846,88,128,126,87,18,0.5039370078740157,0.5289256198347108,0.8285714285714286,0.3259493670886076,0.5540485714285713,0.5680379746835443,0.6056910569105691,12,23,0.107981220657277,0,0,17.037037037037038
"Tim Hardaway Jr.","DAL",37,1120,2201,540,98,206,0.47572815533980584,91,277,0.3285198555956679,0.3333333333333333,71,130,66,213,60,0.6632653061224489,0.6632653061224489,0.7802197802197802,0.5734989648033126,0.5135949790794979,0.4855072463768116,0.5162835249042146,0,13,0.06310679611650485,2,0.007220216606498195,22.199675324675326
"Norman Powell","POR",34,1120,2282,634,136,276,0.4927536231884058,75,188,0.39893617021276595,0.39893617021276595,137,134,138,204,21,0.49264705882352944,0.5075757575757576,0.9066666666666666,0.4051724137931034,0.5406100431965443,0.5355603448275862,0.5871985157699443,8,23,0.08333333333333333,0,0,23.137254901960784
"Eric Gordon","HOU",38,1112,2357,565,107,192,0.5572916666666666,91,200,0.455,0.455,78,70,144,183,90,0.32710280373831774,0.32710280373831774,0.6703296703296703,0.5102040816326531,0.5392774234693878,0.6211734693877551,0.6425287356321839,0,19,0.09895833333333333,0,0,19.907763259031515
