"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"James Harden","BKN",33,1209,268,9,93,21,24,9,20,0.194675540765391,0.2664756446991404,0.09523809523809523
"Harrison Barnes","SAC",36,1204,179,1,81,22,0,0,19,0.17419354838709677,0.28125,0
"Buddy Hield","SAC",41,1200,77,15,18,4,4,1,9,0.03770197486535009,0.10843373493975904,0.0076726342710997444
"Donovan Mitchell","UTA",36,1198,152,2,65,24,6,0,13,0.08987341772151898,0.14672686230248308,0.01729106628242075
"Desmond Bane","MEM",40,1198,53,11,16,5,1,0,5,0.029159519725557463,0.05245901639344262,0.0035971223021582736
"Zach LaVine","CHI",34,1192,162,11,62,22,3,1,19,0.09352517985611511,0.14187643020594964,0.011627906976744186
"Bradley Beal","WAS",33,1187,163,12,67,13,5,0,8,0.1005586592178771,0.12641509433962264,0.026881720430107527
"Rudy Gobert","UTA",37,1187,249,1,98,16,0,0,33,0.266304347826087,0.2670299727520436,0
"Kevin Durant","BKN",32,1186,228,10,67,13,9,2,37,0.1039671682626539,0.11921708185053381,0.05325443786982249
"Bojan Bogdanovic","UTA",39,1185,144,10,49,9,1,1,22,0.09225092250922509,0.16896551724137931,0.003968253968253968
"Trae Young","ATL",34,1179,234,15,57,13,10,2,46,0.08690012970168612,0.111328125,0.03861003861003861
"Jalen Brunson","DAL",38,1171,109,7,35,12,2,0,20,0.07170542635658915,0.08883248730964467,0.01639344262295082
"Anthony Edwards","MIN",33,1170,114,1,52,11,0,0,10,0.07951070336391437,0.14168937329700274,0
"Myles Turner","IND",39,1160,99,0,50,15,0,0,7,0.12531328320802004,0.22026431718061673,0
"DeMar DeRozan","CHI",33,1160,260,12,117,25,3,2,14,0.16326530612244897,0.17620481927710843,0.04225352112676056
"Shai Gilgeous-Alexander","OKC",33,1156,218,17,85,15,0,0,23,0.12648809523809523,0.1812366737739872,0
"Royce O'Neale","UTA",37,1156,31,0,10,3,0,0,7,0.04739336492890995,0.1282051282051282,0
"Reggie Jackson","LAC",36,1154,69,4,24,5,0,0,11,0.039538714991762765,0.07384615384615385,0
"Terance Mann","LAC",39,1151,75,1,31,4,0,0,7,0.08985507246376812,0.13191489361702127,0
"Patty Mills","BKN",37,1139,29,2,7,3,3,2,6,0.024630541871921183,0.056451612903225805,0.010638297872340425
"Jonas Valanciunas","NOP",36,1138,143,0,65,11,0,0,12,0.11882998171846434,0.14099783080260303,0
"Christian Wood","HOU",37,1136,175,0,70,15,1,0,23,0.13027522935779817,0.1876675603217158,0.005813953488372093
"Darius Garland","CLE",33,1135,81,17,26,9,1,0,10,0.05027932960893855,0.08469055374592833,0.004347826086956522
"Derrick White","SAS",37,1130,122,7,55,16,1,0,8,0.11666666666666667,0.19298245614035087,0.005128205128205128
"Dejounte Murray","SAS",33,1130,74,0,33,7,1,0,6,0.05527638190954774,0.07127429805615551,0
"Kelly Oubre Jr.","CHA",40,1128,92,0,41,11,4,2,6,0.0800711743772242,0.1646586345381526,0.012779552715654952
"Devonte' Graham","NOP",36,1127,76,12,17,3,3,0,11,0.042735042735042736,0.1069182389937107,0.009708737864077669
"Gary Trent Jr.","TOR",33,1122,58,4,17,3,1,0,10,0.036585365853658534,0.06827309236947791,0.00411522633744856
"Norman Powell","POR",34,1120,167,3,75,13,2,2,13,0.14638783269961977,0.22189349112426035,0.010638297872340425
"Tyler Herro","MIA",34,1116,99,3,33,5,3,1,14,0.05451713395638629,0.08168316831683169,0.008403361344537815
"Keldon Johnson","SAS",36,1111,105,0,48,8,1,0,7,0.10144927536231885,0.1352112676056338,0.0078125
"Tyrese Maxey","PHI",32,1105,101,1,51,18,0,0,8,0.10991379310344827,0.14325842696629212,0
"Scottie Barnes","TOR",31,1104,98,0,46,10,0,0,8,0.11057692307692307,0.13333333333333333,0
"Luguentz Dort","OKC",34,1104,111,3,47,10,2,0,9,0.09514563106796116,0.18503937007874016,0.007662835249042145
"Evan Fournier","NYK",38,1102,53,6,20,7,2,0,4,0.047109207708779445,0.1,0.00749063670411985
"Pat Connaughton","MIL",39,1102,33,2,8,3,4,0,3,0.03592814371257485,0.08247422680412371,0.016877637130801686
"Jaren Jackson Jr.","MEM",40,1099,166,0,68,13,5,1,14,0.12227805695142378,0.1878453038674033,0.02127659574468085
"Karl-Anthony Towns","MIN",32,1098,185,6,85,27,0,0,17,0.14382402707275804,0.20432692307692307,0
"Lonzo Ball","CHI",31,1098,22,0,8,2,2,2,3,0.028169014084507043,0.06557377049180328,0.008583690987124463
"Jrue Holiday","MIL",33,1094,79,2,32,5,0,0,8,0.06177606177606178,0.0886426592797784,0
"Aaron Gordon","DEN",34,1088,104,0,47,15,1,0,11,0.12467532467532468,0.16607773851590105,0.00980392156862745
"Wendell Carter Jr.","ORL",37,1086,101,0,46,9,0,0,8,0.11219512195121951,0.16974169741697417,0
"Will Barton","DEN",33,1085,50,3,21,3,1,1,4,0.04700854700854701,0.08235294117647059,0.004694835680751174
"Carmelo Anthony","LAL",40,1084,92,4,30,4,8,4,8,0.08185840707964602,0.14563106796116504,0.028455284552845527
"LaMelo Ball","CHA",34,1079,99,7,35,11,2,0,13,0.06271186440677966,0.10174418604651163,0.008130081300813009
"John Collins","ATL",33,1075,126,0,48,12,1,0,20,0.11161731207289294,0.14328358208955225,0.009615384615384616
"Giannis Antetokounmpo","MIL",33,1070,349,0,167,41,0,0,27,0.22752043596730245,0.27603305785123966,0
"Alec Burks","NYK",39,1070,123,1,51,11,7,2,5,0.14250614250614252,0.2328767123287671,0.03723404255319149
"Andrew Wiggins","GSW",34,1070,128,0,66,17,1,1,6,0.12361623616236163,0.18282548476454294,0.0055248618784530384
"Kentavious Caldwell-Pope","WAS",36,1070,46,7,15,3,2,2,5,0.04644808743169399,0.08875739644970414,0.01015228426395939
"Clint Capela","ATL",36,1068,97,0,50,11,0,0,4,0.13440860215053763,0.1347708894878706,0
"Eric Bledsoe","LAC",40,1067,87,0,45,17,0,0,7,0.11811023622047244,0.1744186046511628,0
"Malik Beasley","MIN",39,1064,25,8,4,1,0,0,5,0.008421052631578947,0.030303030303030304,0
"Damian Lillard","POR",29,1056,181,16,46,6,7,2,31,0.08877721943048576,0.14935064935064934,0.02422145328719723
"Dennis Schroder","BOS",33,1052,110,0,45,12,0,0,16,0.09336099585062241,0.1323529411764706,0
"Jarrett Allen","CLE",32,1050,140,0,70,24,0,0,12,0.19390581717451524,0.1977401129943503,0
"Devin Booker","PHX",32,1048,147,8,56,14,0,0,20,0.0851063829787234,0.12362030905077263,0
"Nikola Jokic","DEN",32,1047,173,7,78,30,3,1,16,0.13001605136436598,0.16149068322981366,0.02142857142857143
"Evan Mobley","CLE",31,1045,98,0,50,10,0,0,4,0.12077294685990338,0.136986301369863,0
"RJ Barrett","NYK",33,1043,128,0,58,13,2,0,8,0.11834319526627218,0.17846153846153845,0.01098901098901099
"Jae'Sean Tate","HOU",38,1042,107,0,46,12,1,1,13,0.11380145278450363,0.1488673139158576,0.009615384615384616
"Duncan Robinson","MIA",37,1042,30,5,7,1,4,2,2,0.02763819095477387,0.0958904109589041,0.012307692307692308
"Brandon Ingram","NOP",30,1036,162,10,67,18,3,1,15,0.11274509803921569,0.14346895074946467,0.013793103448275862
"LeBron James","LAL",28,1034,159,4,74,25,0,0,14,0.1187800963081862,0.18453865336658354,0
"Herbert Jones","NOP",36,1031,60,0,31,8,0,0,3,0.11439114391143912,0.14220183486238533,0
"Steven Adams","MEM",40,1026,115,0,47,10,0,0,14,0.20085470085470086,0.20085470085470086,0
"Grayson Allen","MIL",36,1023,41,5,16,5,2,0,2,0.04891304347826087,0.14035087719298245,0.007874015748031496
"Monte Morris","DEN",34,1020,29,2,11,3,2,1,2,0.034031413612565446,0.04741379310344827,0.013333333333333334
"Draymond Green","GSW",33,1018,67,0,31,3,0,0,4,0.13537117903930132,0.1657754010695187,0
"Josh Hart","NOP",31,1017,104,0,49,7,1,1,6,0.15479876160990713,0.21120689655172414,0.01098901098901099
"Luke Kennard","LAC",35,1015,33,4,7,2,4,2,5,0.03273809523809524,0.06140350877192982,0.018018018018018018
"Tobias Harris","PHI",29,1015,118,3,52,11,2,0,8,0.11134020618556702,0.13829787234042554,0.01834862385321101
"Tim Hardaway Jr.","DAL",33,1014,81,2,30,8,5,1,7,0.07592190889370933,0.14285714285714285,0.0199203187250996
"Jordan Clarkson","UTA",39,1002,73,5,24,12,6,1,8,0.05338078291814947,0.09917355371900827,0.01875
"Josh Giddey","OKC",33,1002,47,0,23,5,0,0,3,0.05764411027568922,0.08273381294964029,0
"Cameron Johnson","PHX",39,1000,57,1,24,6,4,2,3,0.07588075880758807,0.1702127659574468,0.017543859649122806
"Mike Conley","UTA",35,993,67,0,21,5,0,0,15,0.05357142857142857,0.10880829015544041,0
"Eric Gordon","HOU",34,993,93,5,40,9,3,1,4,0.11197916666666667,0.19230769230769232,0.017045454545454544
"Nickeil Alexander-Walker","NOP",36,985,60,2,23,3,1,0,6,0.04669260700389105,0.08550185873605948,0.004081632653061225
"Terry Rozier","CHA",31,983,66,5,19,8,3,0,9,0.045454545454545456,0.07661290322580645,0.012711864406779662
"Chris Duarte","IND",34,974,58,1,22,2,3,0,3,0.05995203836930456,0.09243697478991597,0.01675977653631285
"Robert Covington","POR",35,973,7,0,4,1,0,0,0,0.017467248908296942,0.06153846153846154,0
"Ricky Rubio","CLE",34,970,103,13,29,5,1,0,18,0.06880733944954129,0.1111111111111111,0.005714285714285714
"P.J. Tucker","MIA",34,970,33,0,8,1,0,0,9,0.037209302325581395,0.06837606837606838,0
"Nikola Vucevic","CHI",29,967,42,1,17,3,0,0,5,0.0367965367965368,0.05329153605015674,0
"Gary Harris","ORL",33,965,57,4,21,6,3,0,3,0.07250755287009064,0.11797752808988764,0.0196078431372549
"Justin Holiday","IND",34,961,25,0,8,2,1,0,4,0.02875399361022364,0.09876543209876543,0.004310344827586207
"Jordan Poole","GSW",32,960,100,6,37,12,3,0,12,0.08620689655172414,0.16972477064220184,0.012195121951219513
"Anthony Davis","LAL",27,955,161,13,56,13,0,0,25,0.10666666666666667,0.11940298507462686,0
"D'Angelo Russell","MIN",29,954,98,3,29,3,2,1,18,0.061386138613861385,0.1124031007751938,0.008097165991902834
"Jaden McDaniels","MIN",36,950,28,0,18,10,0,0,1,0.0625,0.11042944785276074,0
"Khris Middleton","MIL",30,939,134,8,40,9,13,5,13,0.10810810810810811,0.13793103448275862,0.06282722513089005
"Cody Martin","CHA",35,936,58,0,23,6,0,0,9,0.09387755102040816,0.13855421686746988,0
"Cade Cunningham","DET",29,935,61,2,20,3,0,0,11,0.044642857142857144,0.08064516129032258,0
"Bobby Portis","MIL",33,931,69,0,28,7,0,0,10,0.06481481481481481,0.09929078014184398,0
"Jae Crowder","PHX",33,926,42,0,12,2,4,0,3,0.05474452554744526,0.125,0.016853932584269662
"Paul George","LAC",26,924,119,7,48,10,4,1,8,0.08695652173913043,0.12698412698412698,0.01818181818181818
"Al Horford","BOS",31,920,64,0,27,6,0,0,8,0.08626198083067092,0.15168539325842698,0
"Deni Avdija","WAS",39,912,61,0,24,5,0,0,9,0.09125475285171103,0.1610738255033557,0
"Lauri Markkanen","CLE",30,910,61,0,28,8,1,1,6,0.07733333333333334,0.14358974358974358,0.005555555555555556
"Jusuf Nurkic","POR",35,908,144,0,69,18,0,0,12,0.18157894736842106,0.1977077363896848,0
"Joe Ingles","UTA",36,908,18,0,4,1,1,0,4,0.021645021645021644,0.07692307692307693,0.00558659217877095
"Malik Monk","LAL",35,907,45,1,19,6,0,0,6,0.05637982195845697,0.12837837837837837,0
"Spencer Dinwiddie","WAS",30,904,100,4,39,7,3,0,8,0.11140583554376658,0.17567567567567569,0.01935483870967742
"Ja Morant","MEM",28,902,169,2,68,14,1,0,19,0.11714770797962648,0.14468085106382977,0.008403361344537815
"Robert Williams III","BOS",31,897,48,0,23,6,0,0,4,0.115,0.115,0
"Joel Embiid","PHI",27,896,282,5,126,29,0,0,27,0.21612349914236706,0.25557809330628806,0
"Ivica Zubac","LAC",36,895,114,0,49,6,0,0,10,0.20416666666666666,0.20416666666666666,0
"Jaylen Brown","BOS",26,895,131,2,59,14,2,0,10,0.11296296296296296,0.17352941176470588,0.01
"Malcolm Brogdon","IND",26,891,117,20,35,7,0,0,17,0.08373205741626795,0.12962962962962962,0
"Mitchell Robinson","NYK",36,890,72,0,38,10,0,0,3,0.21468926553672316,0.21468926553672316,0
"Cole Anthony","ORL",26,883,112,5,37,10,5,0,14,0.08620689655172414,0.1423076923076923,0.014705882352941176
"Jakob Poeltl","SAS",31,880,76,0,38,10,0,0,5,0.1165644171779141,0.1165644171779141,0
"Darius Bazley","OKC",33,873,69,0,39,11,0,0,0,0.1266233766233766,0.2,0
"Davion Mitchell","SAC",35,873,30,0,11,2,0,0,4,0.03133903133903134,0.05069124423963134,0
"Kevin Huerter","ATL",31,872,21,0,6,1,2,1,3,0.026402640264026403,0.03896103896103896,0.013422818791946308
"Mo Bamba","ORL",31,872,26,1,12,1,0,0,1,0.041666666666666664,0.0718562874251497,0
"Jarred Vanderbilt","MIN",34,861,46,0,23,9,0,0,5,0.13372093023255813,0.1419753086419753,0
"Tyus Jones","MEM",40,861,36,6,13,4,0,0,4,0.04529616724738676,0.06989247311827956,0
"Larry Nance Jr.","POR",37,858,49,0,21,5,0,0,6,0.09813084112149532,0.13815789473684212,0
"Caris LeVert","IND",28,850,93,1,44,9,1,0,5,0.09433962264150944,0.1317365269461078,0.006993006993006993
"CJ McCollum","POR",24,848,50,1,24,6,1,0,2,0.05319148936170213,0.08791208791208792,0.005076142131979695
"Jeff Green","DEN",34,845,85,0,42,8,1,0,3,0.1575091575091575,0.2198952879581152,0.012195121951219513
"George Hill","MIL",33,845,38,5,5,1,0,0,12,0.02564102564102564,0.04807692307692308,0
"Montrezl Harrell","WAS",33,838,157,0,77,21,0,0,12,0.2298507462686567,0.23692307692307693,0
"Anfernee Simons","POR",33,837,47,1,14,3,3,0,6,0.044854881266490766,0.07734806629834254,0.015151515151515152
"Terrence Ross","ORL",32,837,92,3,30,11,10,3,8,0.11363636363636363,0.15625,0.0625
"Luka Doncic","DAL",24,834,136,2,65,14,0,0,9,0.11861313868613138,0.18413597733711048,0
"Daniel Gafford","WAS",36,821,71,0,38,15,0,0,6,0.15833333333333333,0.15833333333333333,0
"Immanuel Quickley","NYK",36,820,71,3,24,4,2,0,9,0.07602339181286549,0.15894039735099338,0.010471204188481676
"Pascal Siakam","TOR",23,811,116,0,60,12,0,0,4,0.14218009478672985,0.1744186046511628,0
"Nassir Little","POR",33,811,67,0,30,9,2,0,5,0.12598425196850394,0.2097902097902098,0.018018018018018018
"Devin Vassell","SAS",32,801,30,0,13,3,1,0,2,0.04375,0.07878787878787878,0.0064516129032258064
"Grant Williams","BOS",35,799,39,0,14,3,0,0,5,0.0748663101604278,0.208955223880597,0
"Jerami Grant","DET",24,797,146,10,62,10,0,0,11,0.14285714285714285,0.20195439739413681,0
"Cam Reddish","ATL",33,793,80,0,37,7,1,0,5,0.10160427807486631,0.16818181818181818,0.006493506493506494
"Kristaps Porzingis","DAL",26,791,137,15,53,8,0,0,13,0.11521739130434783,0.16666666666666666,0
"Facundo Campazzo","DEN",36,788,50,1,15,4,1,0,9,0.07511737089201878,0.1744186046511628,0.007874015748031496
"Georges Niang","PHI",34,788,35,1,16,4,0,0,3,0.05517241379310345,0.13445378151260504,0
"Dwight Powell","DAL",39,788,78,0,38,14,0,0,8,0.19289340101522842,0.22485207100591717,0
"Reggie Bullock","DAL",32,783,17,9,3,2,0,0,2,0.015,0.057692307692307696,0
"Furkan Korkmaz","PHI",34,780,44,0,17,3,0,0,7,0.05592105263157895,0.125,0
"Jimmy Butler","MIA",23,777,186,8,84,13,0,0,12,0.19489559164733178,0.21705426356589147,0
"Deandre Ayton","PHX",25,769,72,0,38,12,0,0,4,0.11875,0.12140575079872204,0
"Isaiah Stewart","DET",30,769,48,0,24,6,0,0,3,0.11650485436893204,0.125,0
"De'Anthony Melton","MEM",32,768,46,0,15,0,2,1,6,0.05362776025236593,0.09554140127388536,0.0125
"Isaac Okoro","CLE",27,767,57,0,30,7,0,0,2,0.136986301369863,0.2127659574468085,0
"Mason Plumlee","CHA",31,766,71,0,37,8,0,0,3,0.21511627906976744,0.21637426900584794,0
"Jeremiah Robinson-Earl","OKC",34,764,37,0,18,1,0,0,0,0.07563025210084033,0.14285714285714285,0
"Avery Bradley","LAL",32,761,5,0,3,1,0,0,0,0.015463917525773196,0.03614457831325301,0
"Lonnie Walker IV","SAS",34,760,54,4,23,2,0,0,2,0.06182795698924731,0.11557788944723618,0
"Jalen Green","HOU",25,760,95,7,37,5,1,1,7,0.10826210826210826,0.19576719576719576,0.006172839506172839
"Matisse Thybulle","PHI",29,755,9,0,4,1,0,0,0,0.027777777777777776,0.05405405405405406,0
"OG Anunoby","TOR",21,754,67,2,24,2,1,0,7,0.06925207756232687,0.11374407582938388,0.006666666666666667
"Kevon Looney","GSW",38,750,55,0,29,3,0,0,0,0.14146341463414633,0.14215686274509803,0
"Frank Jackson","DET",33,749,53,1,18,3,7,2,1,0.07692307692307693,0.13432835820895522,0.03664921465968586
"Kyle Anderson","MEM",33,738,53,0,19,6,1,0,8,0.0784313725490196,0.10215053763440861,0.014492753623188406
"Alex Caruso","CHI",26,729,53,0,22,7,0,0,8,0.12290502793296089,0.21782178217821782,0
"Killian Hayes","DET",28,724,29,0,12,1,0,0,3,0.061855670103092786,0.10714285714285714,0
"Kenrich Williams","OKC",35,724,38,0,17,0,0,0,2,0.07456140350877193,0.11038961038961038,0
"Landry Shamet","PHX",35,723,36,3,11,2,4,0,1,0.058823529411764705,0.12790697674418605,0.023668639053254437
"Patrick Beverley","MIN",27,720,47,0,20,5,0,0,4,0.0881057268722467,0.17094017094017094,0
"Garrett Temple","NOP",37,719,29,1,11,2,0,0,4,0.054187192118226604,0.1375,0
"Josh Richardson","BOS",28,719,58,2,19,2,2,0,7,0.08433734939759036,0.12751677852348994,0.02
"Kevin Porter Jr.","HOU",24,718,77,0,32,6,1,0,8,0.10543130990415335,0.1807909604519774,0.007352941176470588
"Bogdan Bogdanovic","ATL",25,718,31,3,8,2,2,0,4,0.033210332103321034,0.06666666666666667,0.006622516556291391
"Richaun Holmes","SAC",27,706,62,0,31,13,0,0,6,0.13656387665198239,0.13901345291479822,0
"R.J. Hampton","ORL",36,705,73,2,33,5,0,0,5,0.12087912087912088,0.1875,0
"Gabe Vincent","MIA",32,698,31,0,10,1,2,0,3,0.04979253112033195,0.1,0.014184397163120567
"Cameron Payne","PHX",34,696,59,0,24,6,1,0,7,0.06963788300835655,0.1,0.008403361344537815
"Kenyon Martin Jr.","HOU",37,688,59,0,32,9,0,0,2,0.1285140562248996,0.1711229946524064,0
"Caleb Martin","MIA",30,681,45,0,22,3,0,0,2,0.09865470852017937,0.15492957746478872,0
"Otto Porter Jr.","GSW",32,681,19,0,5,0,1,1,4,0.027906976744186046,0.05747126436781609,0.0078125
"Hamidou Diallo","DET",31,680,67,0,39,15,0,0,2,0.13356164383561644,0.1598360655737705,0
"Talen Horton-Tucker","LAL",24,680,55,0,25,4,0,0,4,0.09398496240601503,0.13157894736842105,0
"Kevin Love","CLE",31,676,102,1,25,6,7,1,19,0.0943952802359882,0.18115942028985507,0.03482587064676617
"Max Strus","MIA",29,675,33,3,8,3,3,1,5,0.04296875,0.1111111111111111,0.016304347826086956
"Bruce Brown","BKN",30,675,24,0,15,6,0,0,0,0.07772020725388601,0.09202453987730061,0
"Raul Neto","WAS",33,671,51,0,20,8,1,0,8,0.08860759493670886,0.11049723756906077,0.017857142857142856
"Jordan Nwora","MIL",32,669,17,1,6,0,0,0,2,0.022058823529411766,0.043478260869565216,0
"Shake Milton","PHI",27,668,48,0,27,12,0,0,3,0.10037174721189591,0.14210526315789473,0
"LaMarcus Aldridge","BKN",29,663,52,0,29,10,0,0,2,0.09294871794871795,0.10469314079422383,0
"Garrison Mathews","HOU",23,660,64,3,11,1,14,5,4,0.11538461538461539,0.2619047619047619,0.0783132530120482
"Danny Green","PHI",27,659,8,0,0,0,0,0,4,0,0,0
"Precious Achiuwa","TOR",27,659,51,0,26,5,0,0,2,0.10743801652892562,0.12380952380952381,0
"DeAndre' Bembry","BKN",33,657,26,0,12,2,0,0,2,0.0784313725490196,0.09448818897637795,0
"Chuma Okeke","ORL",29,656,29,0,14,1,0,0,1,0.06060606060606061,0.12389380530973451,0
"Kemba Walker","NYK",24,654,50,2,17,2,4,1,3,0.07216494845360824,0.11805555555555555,0.027210884353741496
"Danilo Gallinari","ATL",29,648,61,5,23,2,0,0,6,0.09465020576131687,0.1796875,0
"Trey Lyles","DET",35,647,88,0,50,18,0,0,3,0.18382352941176472,0.28901734104046245,0
"Alperen Sengun","HOU",35,644,118,0,49,15,1,0,15,0.19607843137254902,0.22790697674418606,0.025
"Javonte Green","CHI",29,644,40,0,19,0,0,0,1,0.13194444444444445,0.17117117117117117,0
"Doug McDermott","SAS",26,640,22,2,6,1,3,1,1,0.03614457831325301,0.05309734513274336,0.022058823529411766
"Derrick Rose","NYK",26,636,31,2,15,3,0,0,1,0.05244755244755245,0.07731958762886598,0
"Andre Drummond","PHI",33,635,63,0,25,7,0,0,10,0.13440860215053763,0.13513513513513514,0
"Gary Payton II","GSW",37,621,39,0,19,5,0,0,3,0.0945273631840796,0.14074074074074075,0
"Cory Joseph","DET",28,619,50,4,19,8,0,0,8,0.11515151515151516,0.1743119266055046,0
"Naz Reid","MIN",36,615,79,0,40,9,0,0,3,0.13651877133105803,0.2,0
"Cedi Osman","CLE",27,613,41,0,16,4,1,0,5,0.06692913385826772,0.16842105263157894,0.006289308176100629
"Ayo Dosunmu","CHI",32,608,31,0,12,3,0,0,5,0.07407407407407407,0.10714285714285714,0
"Svi Mykhailiuk","TOR",34,606,29,0,11,1,2,1,2,0.06341463414634146,0.11458333333333333,0.01834862385321101
"Armoni Brooks","HOU",33,599,18,2,7,3,1,0,1,0.035398230088495575,0.1794871794871795,0.0053475935828877
"Jalen McDaniels","CHA",33,598,44,0,20,6,1,0,4,0.11731843575418995,0.18691588785046728,0.013888888888888888
"Chris Boucher","TOR",34,593,74,0,37,11,1,0,4,0.14559386973180077,0.22560975609756098,0.010309278350515464
"Juan Toscano-Anderson","GSW",36,592,41,0,13,3,0,0,8,0.08783783783783784,0.1262135922330097,0
"Bam Adebayo","MIA",18,592,112,0,58,14,0,0,4,0.20209059233449478,0.20279720279720279,0
"Maxi Kleber","DAL",24,587,26,0,8,2,0,0,6,0.053691275167785234,0.18604651162790697,0
"Dillon Brooks","MEM",21,587,72,4,29,6,2,0,4,0.08493150684931507,0.11068702290076336,0.019417475728155338
"Romeo Langford","BOS",31,587,23,0,13,5,0,0,1,0.08609271523178808,0.14606741573033707,0
"Bryn Forbes","SAS",36,584,44,3,9,0,7,1,2,0.05660377358490566,0.06716417910447761,0.04580152671755725
"Jalen Suggs","ORL",21,583,76,0,33,6,2,1,5,0.12280701754385964,0.1813186813186813,0.019417475728155338
"Corey Kispert","WAS",34,581,31,0,16,3,0,0,1,0.09142857142857143,0.19047619047619047,0
"T.J. McConnell","IND",24,581,15,0,7,3,0,0,1,0.03783783783783784,0.04375,0
"Delon Wright","ATL",33,580,26,0,11,2,0,0,3,0.08943089430894309,0.13580246913580246,0
"Damion Lee","GSW",28,580,35,0,10,2,0,0,9,0.04975124378109453,0.09433962264150944,0
"Chimezie Metu","SAC",25,579,34,0,17,2,0,0,1,0.07327586206896551,0.125,0
"Marcus Morris Sr.","LAC",19,577,57,1,20,4,4,2,6,0.08955223880597014,0.12345679012345678,0.03773584905660377
"Nemanja Bjelica","GSW",38,574,46,0,21,6,0,0,5,0.0963302752293578,0.17073170731707318,0
"P.J. Washington","CHA",23,574,42,0,21,2,0,0,1,0.10194174757281553,0.21,0
"Obi Toppin","NYK",35,572,70,0,33,6,0,0,5,0.14163090128755365,0.18857142857142858,0
"Torrey Craig","IND",35,570,29,0,13,3,0,0,3,0.08125,0.14444444444444443,0
"Wayne Ellington","LAL",27,569,5,5,0,0,0,0,0,0,0,0
"Dewayne Dedmon","MIA",33,568,44,0,18,2,0,0,5,0.1111111111111111,0.1267605633802817,0
"Dean Wade","CLE",28,567,13,0,4,3,0,0,3,0.031746031746031744,0.0851063829787234,0
"JaVale McGee","PHX",35,561,78,0,35,13,0,0,11,0.1383399209486166,0.14056224899598393,0
"Hassan Whiteside","UTA",35,555,87,0,40,13,0,0,10,0.20100502512562815,0.20100502512562815,0
"Aaron Holiday","WAS",33,551,24,0,10,2,1,0,2,0.058823529411764705,0.07462686567164178,0.018867924528301886
"Blake Griffin","BKN",28,549,41,0,20,9,0,0,6,0.10989010989010989,0.2,0
"John Konchar","MEM",33,540,20,0,8,0,0,0,2,0.07017543859649122,0.11940298507462686,0
"Daniel Theis","HOU",23,540,36,0,15,4,0,0,5,0.0847457627118644,0.14150943396226415,0
